College,Branch,Year,Avg_Package_LPA,Max_Package_LPA,NIRF_Rank,Top_Companies
RIT,Electrical and Electronics Engineering,2024,3.9,15.6,247,"Tata Motors, L&T, HAL"
RIT,Mechanical Engineering,2023,4.5,18.4,69,"HAL, ABB, Siemens"
RIT,Mechanical Engineering,2024,5.2,28.1,261,"BEL, Bosch, Tata Motors"
RIT,Civil Engineering,2023,5.4,39.0,184,"GE, L&T, Siemens"
RIT,Civil Engineering,2024,4.6,38.4,139,"Tata Motors, L&T, Bosch"
RIT,Artificial Intelligence and Data Science,2023,7.4,30.6,199,"Flipkart, Adobe, Wipro"
RIT,Artificial Intelligence and Data Science,2024,7.2,33.2,103,"Infosys, Cisco, TCS"
RIT,Biotechnology,2023,9.6,38.3,159,"Pfizer, Novartis, Serum Institute"
RIT,Biotechnology,2024,7.9,20.3,57,"Pfizer, Biocon, Serum Institute"
RIT,Data Science,2023,5.4,40.4,163,"Infosys, TCS, Google"
RIT,Data Science,2024,7.0,20.5,274,"TCS, Microsoft, Wipro"
RIT,Robotics and Automation Engineering,2023,7.8,36.0,139,"Safran, Boeing, Airbus"
RIT,Robotics and Automation Engineering,2024,5.0,24.2,272,"DRDO, Safran, Boeing"
RIT,Aerospace Engineering,2023,9.7,51.9,101,"Airbus, Boeing, DRDO"
RIT,Aerospace Engineering,2024,5.6,12.9,159,"ISRO, Boeing, Safran"
RIT,Chemical Engineering,2023,6.9,20.6,266,"Biocon, Serum Institute, Pfizer"
RIT,Chemical Engineering,2024,8.2,13.5,213,"Cipla, Biocon, Serum Institute"
SCEM,Computer Science and Engineering,2023,6.6,12.1,234,"Amazon, Wipro, Adobe"
SCEM,Computer Science and Engineering,2024,7.0,25.2,192,"Infosys, TCS, Cisco"
SCEM,Information Science and Engineering,2023,9.7,24.2,151,"Infosys, Amazon, Bosch"
SCEM,Information Science and Engineering,2024,6.4,27.7,72,"TCS, Wipro, Tata Motors"
SCEM,Electronics and Communication Engineering,2023,5.6,21.5,137,"GE, Siemens, Tata Motors"
SCEM,Electronics and Communication Engineering,2024,7.7,28.7,93,"Bosch, BEL, ABB"
SCEM,Electrical and Electronics Engineering,2023,6.5,47.6,184,"Siemens, Bosch, Tata Motors"
SCEM,Electrical and Electronics Engineering,2024,7.8,34.0,227,"HAL, ABB, Tata Motors"
SCEM,Mechanical Engineering,2023,9.0,31.1,177,"HAL, L&T, Tata Motors"
SCEM,Mechanical Engineering,2024,5.3,15.1,176,"HAL, Tata Motors, L&T"
SCEM,Civil Engineering,2023,4.7,12.2,122,"HAL, ABB, Tata Motors"
SCEM,Civil Engineering,2024,6.0,24.2,130,"Siemens, BEL, ABB"
SCEM,Artificial Intelligence and Data Science,2023,3.6,19.6,103,"Flipkart, Google, Cisco"
SCEM,Artificial Intelligence and Data Science,2024,5.3,40.7,169,"Wipro, Google, SAP Labs"
SCEM,Biotechnology,2023,8.4,41.7,281,"Serum Institute, Biocon, Pfizer"
SCEM,Biotechnology,2024,3.5,18.2,103,"Novartis, Serum Institute, Biocon"
SCEM,Data Science,2023,5.5,31.8,90,"TCS, Wipro, Microsoft"
SCEM,Data Science,2024,9.0,19.1,53,"Amazon, Microsoft, Flipkart"
SCEM,Robotics and Automation Engineering,2023,8.9,42.2,99,"ISRO, Boeing, DRDO"
SCEM,Robotics and Automation Engineering,2024,4.6,27.7,91,"Airbus, DRDO, Safran"
SCEM,Aerospace Engineering,2023,5.6,31.5,70,"DRDO, ISRO, Airbus"
SCEM,Aerospace Engineering,2024,6.8,44.8,224,"ISRO, DRDO, Safran"
SCEM,Chemical Engineering,2023,4.8,30.7,188,"Cipla, Serum Institute, Biocon"
SCEM,Chemical Engineering,2024,5.7,10.9,193,"Novartis, Biocon, Serum Institute"
JNNCE,Computer Science and Engineering,2023,6.3,41.3,134,"Cisco, TCS, SAP Labs"
JNNCE,Computer Science and Engineering,2024,7.0,33.1,250,"TCS, Google, SAP Labs"
JNNCE,Information Science and Engineering,2023,8.2,39.1,149,"GE, Flipkart, ABB"
JNNCE,Information Science and Engineering,2024,7.0,30.8,105,"GE, Tata Motors, Infosys"
JNNCE,Electronics and Communication Engineering,2023,3.4,29.0,57,"L&T, Bosch, Tata Motors"
JNNCE,Electronics and Communication Engineering,2024,6.6,44.4,147,"GE, HAL, Tata Motors"
JNNCE,Electrical and Electronics Engineering,2023,6.6,13.5,147,"ABB, Bosch, L&T"
JNNCE,Electrical and Electronics Engineering,2024,8.1,41.6,210,"ABB, BEL, GE"
JNNCE,Mechanical Engineering,2023,3.4,27.5,284,"HAL, Bosch, ABB"
JNNCE,Mechanical Engineering,2024,4.2,29.9,298,"Tata Motors, GE, L&T"
JNNCE,Civil Engineering,2023,7.2,20.6,158,"HAL, Tata Motors, Siemens"
JNNCE,Civil Engineering,2024,3.9,46.7,215,"L&T, ABB, HAL"
JNNCE,Artificial Intelligence and Data Science,2023,6.6,46.9,93,"SAP Labs, Amazon, Microsoft"
JNNCE,Artificial Intelligence and Data Science,2024,9.3,21.7,277,"Adobe, Amazon, TCS"
JNNCE,Biotechnology,2023,4.6,22.5,145,"Novartis, Pfizer, Biocon"
JNNCE,Biotechnology,2024,8.4,52.8,213,"Novartis, Biocon, Serum Institute"
JNNCE,Data Science,2023,9.3,27.0,60,"Google, Cisco, Wipro"
JNNCE,Data Science,2024,3.5,34.2,253,"Google, Flipkart, Microsoft"
JNNCE,Robotics and Automation Engineering,2023,8.6,47.2,181,"Boeing, DRDO, Airbus"
JNNCE,Robotics and Automation Engineering,2024,7.7,49.9,191,"Airbus, Safran, DRDO"
JNNCE,Aerospace Engineering,2023,5.5,39.1,251,"Airbus, Boeing, Safran"
JNNCE,Aerospace Engineering,2024,5.5,32.1,190,"ISRO, DRDO, Boeing"
JNNCE,Chemical Engineering,2023,3.6,43.4,154,"Novartis, Biocon, Pfizer"
JNNCE,Chemical Engineering,2024,6.1,42.9,270,"Novartis, Cipla, Pfizer"
SITM,Computer Science and Engineering,2023,5.3,26.9,71,"Google, Cisco, Amazon"
SITM,Computer Science and Engineering,2024,7.7,39.3,78,"Adobe, SAP Labs, Google"
SITM,Information Science and Engineering,2023,6.7,44.5,239,"HAL, Amazon, Bosch"
SITM,Information Science and Engineering,2024,9.7,38.5,62,"SAP Labs, Flipkart, Amazon"
SITM,Electronics and Communication Engineering,2023,6.7,20.8,69,"GE, Bosch, L&T"
SITM,Electronics and Communication Engineering,2024,4.3,15.4,238,"GE, Tata Motors, Bosch"
SITM,Electrical and Electronics Engineering,2023,9.0,47.9,211,"Siemens, GE, L&T"
SITM,Electrical and Electronics Engineering,2024,7.4,37.3,236,"ABB, GE, Siemens"
SITM,Mechanical Engineering,2023,8.1,29.0,147,"BEL, Siemens, Bosch"
SITM,Mechanical Engineering,2024,6.5,31.8,98,"HAL, L&T, Siemens"
SITM,Civil Engineering,2023,6.0,45.3,72,"BEL, Tata Motors, HAL"
SITM,Civil Engineering,2024,5.9,49.1,63,"Tata Motors, HAL, Siemens"
SITM,Artificial Intelligence and Data Science,2023,9.7,40.1,69,"Cisco, Google, Wipro"
SITM,Artificial Intelligence and Data Science,2024,3.4,39.8,146,"SAP Labs, TCS, Cisco"
SITM,Biotechnology,2023,7.2,44.8,248,"Serum Institute, Cipla, Novartis"
SITM,Biotechnology,2024,7.1,37.1,187,"Serum Institute, Pfizer, Biocon"
SITM,Data Science,2023,8.8,31.8,267,"Infosys, TCS, Amazon"
SITM,Data Science,2024,9.7,26.2,266,"Infosys, Microsoft, Amazon"
SITM,Robotics and Automation Engineering,2023,5.0,40.7,257,"Boeing, ISRO, Safran"
SITM,Robotics and Automation Engineering,2024,6.2,12.2,293,"Boeing, ISRO, Safran"
SITM,Aerospace Engineering,2023,5.7,34.5,275,"ISRO, Boeing, Safran"
SITM,Aerospace Engineering,2024,7.9,43.6,263,"ISRO, Airbus, Safran"
SITM,Chemical Engineering,2023,7.7,15.1,152,"Pfizer, Biocon, Serum Institute"
SITM,Chemical Engineering,2024,3.4,38.1,96,"Pfizer, Serum Institute, Cipla"
ACU,Computer Science and Engineering,2023,3.4,27.1,153,"SAP Labs, Microsoft, Cisco"
ACU,Computer Science and Engineering,2024,8.8,19.4,137,"Cisco, Amazon, TCS"
ACU,Information Science and Engineering,2023,9.4,26.8,84,"Microsoft, Infosys, Adobe"
ACU,Information Science and Engineering,2024,6.2,48.1,129,"Google, Microsoft, GE"
ACU,Electronics and Communication Engineering,2023,5.9,39.6,89,"Siemens, HAL, Bosch"
ACU,Electronics and Communication Engineering,2024,3.0,14.3,249,"HAL, Tata Motors, BEL"
ACU,Electrical and Electronics Engineering,2023,8.9,19.4,209,"GE, ABB, L&T"
ACU,Electrical and Electronics Engineering,2024,5.7,39.6,147,"HAL, Tata Motors, Bosch"
ACU,Mechanical Engineering,2023,5.2,33.8,243,"ABB, BEL, Bosch"
ACU,Mechanical Engineering,2024,5.6,19.5,121,"ABB, Bosch, L&T"
ACU,Civil Engineering,2023,7.9,40.9,185,"GE, L&T, Tata Motors"
ACU,Civil Engineering,2024,3.8,10.6,117,"Siemens, GE, Tata Motors"
ACU,Artificial Intelligence and Data Science,2023,6.9,16.9,254,"Adobe, Google, Flipkart"
ACU,Artificial Intelligence and Data Science,2024,6.6,42.5,106,"Wipro, SAP Labs, Microsoft"
ACU,Biotechnology,2023,9.1,49.0,234,"Novartis, Pfizer, Serum Institute"
ACU,Biotechnology,2024,9.6,21.6,116,"Serum Institute, Biocon, Novartis"
ACU,Data Science,2023,7.5,21.1,296,"TCS, Amazon, Adobe"
ACU,Data Science,2024,4.2,10.0,103,"Infosys, SAP Labs, Wipro"
ACU,Robotics and Automation Engineering,2023,4.8,16.6,203,"DRDO, Boeing, Airbus"
ACU,Robotics and Automation Engineering,2024,4.7,43.3,270,"ISRO, Airbus, DRDO"
ACU,Aerospace Engineering,2023,9.3,22.2,125,"DRDO, Boeing, Airbus"
ACU,Aerospace Engineering,2024,8.6,15.1,122,"Airbus, DRDO, ISRO"
ACU,Chemical Engineering,2023,6.9,15.2,207,"Cipla, Novartis, Serum Institute"
ACU,Chemical Engineering,2024,8.0,51.2,96,"Serum Institute, Novartis, Pfizer"
VVIT,Computer Science and Engineering,2023,8.2,32.9,184,"Amazon, Adobe, Infosys"
VVIT,Computer Science and Engineering,2024,4.1,19.0,172,"Wipro, Adobe, Infosys"
VVIT,Information Science and Engineering,2023,7.1,14.9,213,"Wipro, SAP Labs, Cisco"
VVIT,Information Science and Engineering,2024,8.2,39.6,112,"GE, Adobe, ABB"
VVIT,Electronics and Communication Engineering,2023,7.5,25.4,180,"Tata Motors, HAL, ABB"
VVIT,Electronics and Communication Engineering,2024,8.0,43.4,108,"Tata Motors, L&T, BEL"
VVIT,Electrical and Electronics Engineering,2023,8.0,31.9,220,"Tata Motors, L&T, HAL"
VVIT,Electrical and Electronics Engineering,2024,9.3,20.5,232,"Siemens, BEL, HAL"
VVIT,Mechanical Engineering,2023,7.0,12.3,116,"BEL, GE, ABB"
VVIT,Mechanical Engineering,2024,5.0,32.6,230,"ABB, HAL, Tata Motors"
VVIT,Civil Engineering,2023,8.2,18.2,199,"Bosch, L&T, Tata Motors"
VVIT,Civil Engineering,2024,4.6,36.4,169,"Siemens, Tata Motors, ABB"
VVIT,Artificial Intelligence and Data Science,2023,3.7,30.9,173,"Adobe, Cisco, SAP Labs"
VVIT,Artificial Intelligence and Data Science,2024,7.5,38.3,238,"Amazon, Wipro, TCS"
VVIT,Biotechnology,2023,4.8,48.3,134,"Cipla, Pfizer, Biocon"
VVIT,Biotechnology,2024,7.8,25.0,92,"Biocon, Cipla, Pfizer"
VVIT,Data Science,2023,9.3,17.4,217,"Wipro, Cisco, SAP Labs"
VVIT,Data Science,2024,4.2,42.0,217,"TCS, SAP Labs, Google"
VVIT,Robotics and Automation Engineering,2023,8.5,22.8,179,"Airbus, Boeing, Safran"
VVIT,Robotics and Automation Engineering,2024,3.3,14.1,196,"Boeing, Airbus, Safran"
VVIT,Aerospace Engineering,2023,7.5,16.0,184,"Safran, Airbus, Boeing"
VVIT,Aerospace Engineering,2024,4.8,33.2,71,"ISRO, Safran, Boeing"
VVIT,Chemical Engineering,2023,8.7,42.9,261,"Novartis, Biocon, Pfizer"
VVIT,Chemical Engineering,2024,5.8,34.2,75,"Cipla, Biocon, Pfizer"
BITM,Computer Science and Engineering,2023,4.1,29.3,275,"Amazon, Google, Wipro"
BITM,Computer Science and Engineering,2024,7.9,15.6,228,"Adobe, Microsoft, Flipkart"
BITM,Information Science and Engineering,2023,7.3,50.2,131,"Bosch, Amazon, GE"
BITM,Information Science and Engineering,2024,9.9,25.4,130,"Flipkart, L&T, Amazon"
BITM,Electronics and Communication Engineering,2023,6.7,27.4,298,"GE, Bosch, HAL"
BITM,Electronics and Communication Engineering,2024,6.2,12.6,273,"Tata Motors, L&T, GE"
BITM,Electrical and Electronics Engineering,2023,5.9,28.2,102,"GE, Tata Motors, Siemens"
BITM,Electrical and Electronics Engineering,2024,4.6,41.7,153,"BEL, Siemens, ABB"
BITM,Mechanical Engineering,2023,4.8,32.0,147,"L&T, ABB, Tata Motors"
BITM,Mechanical Engineering,2024,6.8,41.0,193,"BEL, L&T, GE"
BITM,Civil Engineering,2023,4.8,25.3,147,"GE, ABB, Siemens"
BITM,Civil Engineering,2024,6.6,37.9,174,"ABB, L&T, GE"
BITM,Artificial Intelligence and Data Science,2023,4.3,37.7,262,"SAP Labs, Amazon, Google"
BITM,Artificial Intelligence and Data Science,2024,6.8,32.4,228,"Flipkart, Wipro, Google"
BITM,Biotechnology,2023,3.0,38.1,70,"Novartis, Pfizer, Biocon"
BITM,Biotechnology,2024,8.4,34.5,175,"Biocon, Pfizer, Novartis"
BITM,Data Science,2023,5.7,30.4,163,"Cisco, Amazon, Flipkart"
BITM,Data Science,2024,5.5,12.5,268,"Wipro, Adobe, SAP Labs"
BITM,Robotics and Automation Engineering,2023,7.5,46.1,216,"Airbus, Safran, DRDO"
BITM,Robotics and Automation Engineering,2024,8.1,38.0,229,"Airbus, Boeing, DRDO"
BITM,Aerospace Engineering,2023,8.5,29.3,180,"ISRO, Boeing, Safran"
BITM,Aerospace Engineering,2024,7.3,24.3,134,"Safran, Boeing, DRDO"
BITM,Chemical Engineering,2023,5.4,17.0,143,"Cipla, Novartis, Pfizer"
BITM,Chemical Engineering,2024,8.9,44.0,294,"Biocon, Pfizer, Novartis"
JIT,Computer Science and Engineering,2023,6.1,13.5,256,"Google, Flipkart, SAP Labs"
JIT,Computer Science and Engineering,2024,6.6,47.4,186,"Cisco, Adobe, Amazon"
JIT,Information Science and Engineering,2023,7.8,20.7,100,"Infosys, Wipro, TCS"
JIT,Information Science and Engineering,2024,3.3,47.6,219,"Flipkart, Siemens, TCS"
JIT,Electronics and Communication Engineering,2023,4.5,46.4,65,"BEL, Siemens, HAL"
JIT,Electronics and Communication Engineering,2024,7.5,21.4,170,"Bosch, L&T, HAL"
JIT,Electrical and Electronics Engineering,2023,3.3,34.1,221,"BEL, HAL, GE"
JIT,Electrical and Electronics Engineering,2024,8.8,23.9,106,"BEL, ABB, Siemens"
JIT,Mechanical Engineering,2023,3.0,20.2,288,"Siemens, HAL, L&T"
JIT,Mechanical Engineering,2024,7.2,21.7,272,"Tata Motors, GE, HAL"
JIT,Civil Engineering,2023,6.8,50.9,53,"HAL, Bosch, GE"
JIT,Civil Engineering,2024,5.9,43.3,266,"HAL, ABB, L&T"
JIT,Artificial Intelligence and Data Science,2023,6.3,42.2,131,"Wipro, Google, Amazon"
JIT,Artificial Intelligence and Data Science,2024,4.6,16.8,258,"Google, Cisco, Wipro"
JIT,Biotechnology,2023,7.8,29.7,118,"Pfizer, Serum Institute, Cipla"
JIT,Biotechnology,2024,3.1,17.6,128,"Biocon, Cipla, Pfizer"
JIT,Data Science,2023,7.2,47.7,168,"TCS, Wipro, Microsoft"
JIT,Data Science,2024,5.4,27.7,202,"Flipkart, SAP Labs, Adobe"
JIT,Robotics and Automation Engineering,2023,5.3,48.0,283,"Boeing, DRDO, Safran"
JIT,Robotics and Automation Engineering,2024,4.8,21.0,207,"Boeing, Airbus, DRDO"
JIT,Aerospace Engineering,2023,4.2,38.7,151,"ISRO, Airbus, Safran"
JIT,Aerospace Engineering,2024,7.0,16.2,195,"Boeing, Safran, ISRO"
JIT,Chemical Engineering,2023,3.8,16.0,103,"Novartis, Pfizer, Biocon"
JIT,Chemical Engineering,2024,7.4,46.3,100,"Pfizer, Cipla, Serum Institute"
DBIT,Computer Science and Engineering,2023,5.4,28.6,265,"Amazon, TCS, Infosys"
DBIT,Computer Science and Engineering,2024,6.4,20.7,141,"TCS, Cisco, Infosys"
DBIT,Information Science and Engineering,2023,3.9,16.3,243,"TCS, Google, L&T"
DBIT,Information Science and Engineering,2024,3.5,24.4,109,"HAL, Bosch, Google"
DBIT,Electronics and Communication Engineering,2023,5.4,20.2,235,"Tata Motors, BEL, Bosch"
DBIT,Electronics and Communication Engineering,2024,9.9,16.7,250,"HAL, Tata Motors, GE"
DBIT,Electrical and Electronics Engineering,2023,5.9,44.3,181,"GE, Tata Motors, HAL"
DBIT,Electrical and Electronics Engineering,2024,5.1,16.5,98,"Tata Motors, Siemens, L&T"
DBIT,Mechanical Engineering,2023,4.1,14.2,204,"Tata Motors, Bosch, Siemens"
DBIT,Mechanical Engineering,2024,3.5,18.5,228,"BEL, L&T, Bosch"
DBIT,Civil Engineering,2023,3.7,18.9,250,"GE, Siemens, Bosch"
DBIT,Civil Engineering,2024,6.5,45.8,77,"GE, HAL, Bosch"
DBIT,Artificial Intelligence and Data Science,2023,3.7,20.7,58,"TCS, Infosys, Adobe"
DBIT,Artificial Intelligence and Data Science,2024,7.1,20.0,171,"TCS, Amazon, Infosys"
DBIT,Biotechnology,2023,9.2,37.1,144,"Cipla, Novartis, Pfizer"
DBIT,Biotechnology,2024,4.5,35.7,153,"Biocon, Serum Institute, Novartis"
DBIT,Data Science,2023,3.1,16.0,229,"Google, Cisco, SAP Labs"
DBIT,Data Science,2024,9.0,30.9,61,"Cisco, Amazon, Google"
DBIT,Robotics and Automation Engineering,2023,4.0,26.1,52,"ISRO, DRDO, Airbus"
DBIT,Robotics and Automation Engineering,2024,7.3,35.5,228,"Safran, Boeing, Airbus"
DBIT,Aerospace Engineering,2023,3.6,18.7,101,"Boeing, DRDO, ISRO"
DBIT,Aerospace Engineering,2024,8.0,47.2,86,"Safran, Airbus, ISRO"
DBIT,Chemical Engineering,2023,5.9,39.1,184,"Cipla, Serum Institute, Biocon"
DBIT,Chemical Engineering,2024,4.4,30.0,129,"Cipla, Biocon, Serum Institute"
VemanaIT,Computer Science and Engineering,2023,6.8,18.1,118,"Wipro, Amazon, Adobe"
VemanaIT,Computer Science and Engineering,2024,5.7,14.8,207,"TCS, Flipkart, SAP Labs"
VemanaIT,Information Science and Engineering,2023,8.5,52.4,270,"Flipkart, SAP Labs, Siemens"
VemanaIT,Information Science and Engineering,2024,3.3,46.0,158,"Microsoft, Siemens, ABB"
VemanaIT,Electronics and Communication Engineering,2023,6.0,20.2,221,"BEL, Tata Motors, GE"
VemanaIT,Electronics and Communication Engineering,2024,8.1,21.6,276,"Bosch, GE, BEL"
VemanaIT,Electrical and Electronics Engineering,2023,7.1,39.6,133,"Bosch, ABB, HAL"
VemanaIT,Electrical and Electronics Engineering,2024,8.4,30.1,138,"ABB, HAL, Siemens"
VemanaIT,Mechanical Engineering,2023,5.1,49.0,80,"Bosch, Tata Motors, BEL"
VemanaIT,Mechanical Engineering,2024,6.1,12.3,92,"Siemens, L&T, Bosch"
VemanaIT,Civil Engineering,2023,8.6,21.3,105,"Tata Motors, GE, Bosch"
VemanaIT,Civil Engineering,2024,5.9,46.3,252,"GE, Bosch, Siemens"
VemanaIT,Artificial Intelligence and Data Science,2023,8.1,32.4,287,"SAP Labs, Wipro, Microsoft"
VemanaIT,Artificial Intelligence and Data Science,2024,7.1,36.2,269,"Flipkart, Microsoft, Adobe"
VemanaIT,Biotechnology,2023,4.3,22.9,218,"Novartis, Serum Institute, Biocon"
VemanaIT,Biotechnology,2024,8.8,31.0,139,"Cipla, Serum Institute, Novartis"
VemanaIT,Data Science,2023,5.7,34.6,214,"Adobe, SAP Labs, Microsoft"
VemanaIT,Data Science,2024,5.3,45.0,127,"Infosys, Cisco, Microsoft"
VemanaIT,Robotics and Automation Engineering,2023,5.1,22.0,106,"DRDO, Airbus, Safran"
VemanaIT,Robotics and Automation Engineering,2024,7.0,48.6,286,"Safran, Boeing, ISRO"
VemanaIT,Aerospace Engineering,2023,7.4,15.8,279,"ISRO, Airbus, Boeing"
VemanaIT,Aerospace Engineering,2024,5.1,43.5,213,"Boeing, ISRO, Safran"
VemanaIT,Chemical Engineering,2023,8.5,27.5,219,"Cipla, Biocon, Serum Institute"
VemanaIT,Chemical Engineering,2024,6.4,30.1,273,"Biocon, Cipla, Serum Institute"
AITM,Computer Science and Engineering,2023,5.7,33.4,227,"Adobe, Flipkart, Wipro"
AITM,Computer Science and Engineering,2024,8.4,13.6,80,"SAP Labs, Wipro, Amazon"
AITM,Information Science and Engineering,2023,3.9,16.8,205,"HAL, Bosch, SAP Labs"
AITM,Information Science and Engineering,2024,7.8,15.2,58,"Tata Motors, Amazon, Microsoft"
AITM,Electronics and Communication Engineering,2023,3.6,46.4,127,"GE, Tata Motors, Siemens"
AITM,Electronics and Communication Engineering,2024,5.5,41.2,145,"Tata Motors, Siemens, L&T"
AITM,Electrical and Electronics Engineering,2023,4.8,27.3,219,"ABB, Bosch, HAL"
AITM,Electrical and Electronics Engineering,2024,7.1,37.8,57,"ABB, GE, BEL"
AITM,Mechanical Engineering,2023,4.0,42.4,227,"Bosch, L&T, HAL"
AITM,Mechanical Engineering,2024,5.6,35.5,153,"HAL, ABB, L&T"
AITM,Civil Engineering,2023,8.2,40.1,84,"GE, L&T, Tata Motors"
AITM,Civil Engineering,2024,5.3,40.0,167,"Bosch, BEL, L&T"
AITM,Artificial Intelligence and Data Science,2023,5.4,34.8,168,"Flipkart, TCS, Cisco"
AITM,Artificial Intelligence and Data Science,2024,5.6,38.6,168,"Microsoft, Google, Adobe"
AITM,Biotechnology,2023,7.2,24.5,148,"Pfizer, Novartis, Biocon"
AITM,Biotechnology,2024,4.4,43.4,138,"Pfizer, Biocon, Serum Institute"
AITM,Data Science,2023,7.6,25.3,177,"Microsoft, Infosys, Cisco"
AITM,Data Science,2024,6.7,39.3,210,"SAP Labs, Wipro, Cisco"
AITM,Robotics and Automation Engineering,2023,9.0,39.6,263,"Airbus, Boeing, ISRO"
AITM,Robotics and Automation Engineering,2024,3.5,12.5,237,"ISRO, Safran, Boeing"
AITM,Aerospace Engineering,2023,5.0,28.8,160,"DRDO, Boeing, Airbus"
AITM,Aerospace Engineering,2024,6.0,13.6,156,"ISRO, Boeing, DRDO"
AITM,Chemical Engineering,2023,7.1,31.7,100,"Pfizer, Cipla, Serum Institute"
AITM,Chemical Engineering,2024,5.7,43.5,240,"Serum Institute, Novartis, Cipla"
VIT,Computer Science and Engineering,2023,3.8,31.0,292,"Google, SAP Labs, TCS"
VIT,Computer Science and Engineering,2024,6.1,13.2,91,"TCS, Infosys, Cisco"
VIT,Information Science and Engineering,2023,4.4,35.8,282,"Google, ABB, HAL"
VIT,Information Science and Engineering,2024,5.6,13.2,51,"GE, Wipro, ABB"
VIT,Electronics and Communication Engineering,2023,9.1,41.9,107,"Siemens, Tata Motors, Bosch"
VIT,Electronics and Communication Engineering,2024,5.7,33.9,204,"L&T, Siemens, BEL"
VIT,Electrical and Electronics Engineering,2023,6.9,43.4,290,"Siemens, ABB, HAL"
VIT,Electrical and Electronics Engineering,2024,4.0,39.6,254,"BEL, L&T, GE"
VIT,Mechanical Engineering,2023,4.2,13.3,167,"ABB, L&T, Tata Motors"
VIT,Mechanical Engineering,2024,4.2,32.6,176,"ABB, Tata Motors, L&T"
VIT,Civil Engineering,2023,8.7,38.6,232,"ABB, Siemens, Bosch"
VIT,Civil Engineering,2024,3.5,8.9,82,"HAL, GE, BEL"
VIT,Artificial Intelligence and Data Science,2023,6.5,43.7,278,"SAP Labs, Google, Adobe"
VIT,Artificial Intelligence and Data Science,2024,3.3,32.5,219,"Flipkart, Google, TCS"
VIT,Biotechnology,2023,4.2,36.4,258,"Biocon, Pfizer, Serum Institute"
VIT,Biotechnology,2024,9.7,30.7,144,"Novartis, Pfizer, Biocon"
VIT,Data Science,2023,5.1,27.7,138,"Infosys, Adobe, TCS"
VIT,Data Science,2024,10.0,50.2,214,"TCS, Amazon, Infosys"
VIT,Robotics and Automation Engineering,2023,8.8,15.9,104,"Airbus, Safran, Boeing"
VIT,Robotics and Automation Engineering,2024,9.8,35.6,232,"Airbus, Boeing, ISRO"
VIT,Aerospace Engineering,2023,7.1,32.0,262,"ISRO, Boeing, Airbus"
VIT,Aerospace Engineering,2024,5.8,11.0,201,"Boeing, Safran, Airbus"
VIT,Chemical Engineering,2023,5.8,37.5,143,"Biocon, Novartis, Pfizer"
VIT,Chemical Engineering,2024,6.8,44.5,195,"Novartis, Serum Institute, Biocon"
HKBK,Computer Science and Engineering,2023,5.6,17.1,98,"SAP Labs, TCS, Flipkart"
HKBK,Computer Science and Engineering,2024,7.2,31.1,143,"Adobe, Cisco, SAP Labs"
HKBK,Information Science and Engineering,2023,6.0,43.2,190,"Bosch, L&T, TCS"
HKBK,Information Science and Engineering,2024,8.4,50.8,76,"Adobe, Siemens, Flipkart"
HKBK,Electronics and Communication Engineering,2023,9.2,43.0,235,"BEL, GE, HAL"
HKBK,Electronics and Communication Engineering,2024,5.4,35.0,67,"Bosch, HAL, Siemens"
HKBK,Electrical and Electronics Engineering,2023,3.2,43.7,115,"Bosch, Tata Motors, L&T"
HKBK,Electrical and Electronics Engineering,2024,9.8,51.0,157,"BEL, Siemens, ABB"
HKBK,Mechanical Engineering,2023,3.6,34.5,100,"Tata Motors, HAL, Siemens"
HKBK,Mechanical Engineering,2024,4.0,41.7,106,"Tata Motors, BEL, HAL"
HKBK,Civil Engineering,2023,8.7,29.3,248,"Tata Motors, ABB, BEL"
HKBK,Civil Engineering,2024,4.9,27.8,82,"Siemens, GE, BEL"
HKBK,Artificial Intelligence and Data Science,2023,7.0,21.2,167,"TCS, Adobe, Infosys"
HKBK,Artificial Intelligence and Data Science,2024,6.9,39.3,265,"Cisco, Amazon, Microsoft"
HKBK,Biotechnology,2023,8.5,33.1,180,"Pfizer, Novartis, Cipla"
HKBK,Biotechnology,2024,7.7,34.8,98,"Novartis, Cipla, Biocon"
HKBK,Data Science,2023,7.8,18.0,80,"Infosys, Amazon, Google"
HKBK,Data Science,2024,8.1,38.2,103,"Microsoft, Infosys, Cisco"
HKBK,Robotics and Automation Engineering,2023,7.2,36.9,172,"ISRO, Safran, DRDO"
HKBK,Robotics and Automation Engineering,2024,9.8,21.8,300,"Boeing, DRDO, Airbus"
HKBK,Aerospace Engineering,2023,4.2,39.7,206,"ISRO, Safran, Airbus"
HKBK,Aerospace Engineering,2024,7.5,37.5,235,"DRDO, Safran, Airbus"
HKBK,Chemical Engineering,2023,8.3,42.4,127,"Pfizer, Cipla, Serum Institute"
HKBK,Chemical Engineering,2024,5.2,18.0,54,"Pfizer, Serum Institute, Cipla"
DrAIT,Computer Science and Engineering,2023,5.6,15.2,151,"Cisco, SAP Labs, Infosys"
DrAIT,Computer Science and Engineering,2024,4.3,36.0,173,"Google, Amazon, Flipkart"
DrAIT,Information Science and Engineering,2023,9.1,52.9,292,"L&T, Cisco, SAP Labs"
DrAIT,Information Science and Engineering,2024,6.5,12.3,137,"Tata Motors, TCS, ABB"
DrAIT,Electronics and Communication Engineering,2023,9.2,33.0,258,"HAL, ABB, Siemens"
