College,Branch,Exam,Year,Tuition_Fee,Hostel_Fee,Misc_Fee,OneTime_Fee,Total_First_Year,Total_Annual,Scholarship_Eligible
SDMCET,Mechanical Engineering,COMEDK,2024,177218,68981,11460,21960,279619,257659,Yes
AEC,Electrical and Electronics Engineering,COMEDK,2023,169592,89190,11562,28365,298709,270344,Yes
AEC,Chemical Engineering,COMEDK,2023,216130,79814,8637,22390,326971,304581,No
BMSIT,Chemical Engineering,COMEDK,2023,196425,77460,12509,10787,297181,286394,Yes
SDMIT,Computer Science and Engineering,COMEDK,2023,214728,66115,11366,26505,318714,292209,Yes
SDMIT,Chemical Engineering,KCET,2023,66655,77656,9925,12915,167151,154236,No
VSM,Robotics and Automation Engineering,KCET,2024,59921,67311,14694,25905,167831,141926,Yes
DBIT,Data Science,COMEDK,2024,248134,94838,17556,11611,372139,360528,Yes
UVCE,Mechanical Engineering,KCET,2024,74617,69180,13916,19387,177100,157713,Yes
DSATM,Mechanical Engineering,COMEDK,2023,191152,75146,19479,23439,309216,285777,No
AEC,Electrical and Electronics Engineering,KCET,2023,56229,85032,14790,24687,180738,156051,Yes
SJBCE,Information Science and Engineering,COMEDK,2024,168518,84673,11960,13091,278242,265151,No
VemanaIT,Biotechnology,COMEDK,2024,247330,60910,12208,18579,339027,320448,No
SDMIT,Robotics and Automation Engineering,KCET,2024,69975,72945,9482,26225,178627,152402,Yes
SJBCE,Aerospace Engineering,KCET,2024,50803,64240,16014,28178,159235,131057,No
ACU,Robotics and Automation Engineering,COMEDK,2024,219454,94057,9707,14653,337871,323218,No
PRES,Robotics and Automation Engineering,COMEDK,2024,230435,81224,10161,10671,332491,321820,No
JSSSTU,Electronics and Communication Engineering,KCET,2024,69206,62797,11384,25414,168801,143387,No
RIT,Computer Science and Engineering,COMEDK,2024,180982,71610,13251,12007,277850,265843,Yes
RIT,Electronics and Communication Engineering,COMEDK,2024,237790,91182,11242,25878,366092,340214,No
SJBIT,Biotechnology,KCET,2024,65310,62214,16992,20901,165417,144516,Yes
DBIT,Information Science and Engineering,KCET,2024,70511,62520,8579,26474,168084,141610,No
UVCE,Biotechnology,KCET,2023,59234,92837,13776,26195,192042,165847,Yes
PRES,Mechanical Engineering,COMEDK,2023,162088,86407,8509,23120,280124,257004,Yes
GMIT,Data Science,KCET,2024,56890,80869,12121,17552,167432,149880,Yes
GIT,Civil Engineering,KCET,2024,82628,62262,10017,14204,169111,154907,Yes
VemanaIT,Electrical and Electronics Engineering,COMEDK,2023,199057,90898,8855,10437,309247,298810,No
CITGubbi,Information Science and Engineering,KCET,2024,62652,69745,8914,12902,154213,141311,No
DBIT,Civil Engineering,KCET,2023,50542,90964,9936,11492,162934,151442,Yes
SITM,Aerospace Engineering,COMEDK,2023,246054,87568,9995,10996,354613,343617,No
VVCE,Artificial Intelligence and Data Science,COMEDK,2023,219763,62309,14599,17113,313784,296671,No
VSM,Biotechnology,KCET,2024,68332,78504,9404,11161,167401,156240,No
HKBK,Electrical and Electronics Engineering,KCET,2024,82609,92400,11800,18486,205295,186809,Yes
RIT,Electrical and Electronics Engineering,KCET,2024,81926,78165,17710,28849,206650,177801,Yes
UVCE,Biotechnology,KCET,2024,53946,63743,8905,18317,144911,126594,No
JSSSTU,Robotics and Automation Engineering,KCET,2023,74024,79548,18321,23636,195529,171893,No
MVJCE,Mechanical Engineering,COMEDK,2024,226180,87098,15491,11637,340406,328769,Yes
VSM,Aerospace Engineering,KCET,2023,61992,63822,16582,17056,159452,142396,Yes
KLEIT,Computer Science and Engineering,KCET,2024,65161,91074,12645,19950,188830,168880,Yes
JSSSTU,Electrical and Electronics Engineering,COMEDK,2024,245192,94910,19834,18197,378133,359936,Yes
KLSGIT,Computer Science and Engineering,COMEDK,2024,184100,93844,17563,21395,316902,295507,No
NIE,Electrical and Electronics Engineering,COMEDK,2023,247104,72670,14636,18700,353110,334410,Yes
RVCE,Civil Engineering,KCET,2023,55410,76592,9659,16507,158168,141661,No
DSCE,Aerospace Engineering,COMEDK,2023,202664,85346,16901,17991,322902,304911,No
BIT,Electrical and Electronics Engineering,COMEDK,2023,233352,89941,19269,25495,368057,342562,No
BITM,Data Science,KCET,2023,68938,64797,19177,12049,164961,152912,Yes
RAIT,Civil Engineering,KCET,2023,83003,77828,10562,28486,199879,171393,No
NCET,Artificial Intelligence and Data Science,COMEDK,2023,229571,79707,8526,13281,331085,317804,Yes
KLEIT,Mechanical Engineering,COMEDK,2024,165316,67542,9088,18021,259967,241946,No
EastPoint,Robotics and Automation Engineering,COMEDK,2023,234308,71880,11103,21638,338929,317291,No
SITM,Robotics and Automation Engineering,KCET,2023,58914,76741,16704,17115,169474,152359,Yes
JNNCE,Chemical Engineering,KCET,2023,56494,67384,18953,12561,155392,142831,No
SJBCE,Information Science and Engineering,COMEDK,2023,163559,77376,14786,19404,275125,255721,Yes
SDMIT,Electrical and Electronics Engineering,COMEDK,2023,220689,63165,11511,23878,319243,295365,Yes
KLEIT,Biotechnology,KCET,2024,57532,90342,8443,29114,185431,156317,Yes
BNMIT,Computer Science and Engineering,COMEDK,2024,174306,75087,14402,25763,289558,263795,Yes
PESU,Electronics and Communication Engineering,KCET,2023,58192,83098,9617,23370,174277,150907,No
AIT,Data Science,KCET,2024,76313,93397,18362,21605,209677,188072,Yes
MSRIT,Artificial Intelligence and Data Science,KCET,2024,77800,62119,11782,13280,164981,151701,Yes
SJBCE,Aerospace Engineering,COMEDK,2023,227049,79326,11825,14520,332720,318200,Yes
MSRIT,Robotics and Automation Engineering,KCET,2023,73224,80349,15802,24937,194312,169375,No
VemanaIT,Electrical and Electronics Engineering,COMEDK,2023,223338,87584,13714,29090,353726,324636,Yes
ACU,Aerospace Engineering,COMEDK,2023,222300,75985,17290,22312,337887,315575,No
SCEM,Aerospace Engineering,COMEDK,2023,209461,66483,15804,15745,307493,291748,Yes
MSRUAS,Computer Science and Engineering,COMEDK,2023,243519,66153,11734,11076,332482,321406,Yes
KLSGIT,Electrical and Electronics Engineering,KCET,2024,78575,82590,15752,27345,204262,176917,No
DrAIT,Robotics and Automation Engineering,KCET,2023,60689,94102,14047,24843,193681,168838,No
NMIT,Robotics and Automation Engineering,COMEDK,2023,223777,80824,11050,24874,340525,315651,No
BITM,Mechanical Engineering,KCET,2023,59737,80523,12292,29702,182254,152552,No
SIT,Electrical and Electronics Engineering,COMEDK,2024,172329,72311,11795,29961,286396,256435,Yes
KSIT,Mechanical Engineering,COMEDK,2024,185710,81307,16941,10502,294460,283958,Yes
AECMandya,Data Science,COMEDK,2024,186828,90096,13325,18514,308763,290249,No
AECMandya,Data Science,KCET,2024,75812,71316,16310,19780,183218,163438,Yes
BIT,Information Science and Engineering,KCET,2023,68287,71079,18616,13558,171540,157982,Yes
BITM,Civil Engineering,KCET,2024,74646,62102,19099,24236,180083,155847,No
MSRIT,Information Science and Engineering,COMEDK,2024,238199,66709,12682,28827,346417,317590,Yes
KSIT,Computer Science and Engineering,COMEDK,2023,174770,82296,8684,20962,286712,265750,Yes
YKCE,Computer Science and Engineering,COMEDK,2024,186137,64897,10247,25539,286820,261281,Yes
NIE,Electronics and Communication Engineering,KCET,2024,67512,63644,19011,16106,166273,150167,No
PRES,Chemical Engineering,KCET,2024,71401,82776,9818,22329,186324,163995,Yes
AEC,Civil Engineering,COMEDK,2024,185529,84740,19409,27071,316749,289678,Yes
KLEIT,Information Science and Engineering,KCET,2024,76631,80619,16065,12445,185760,173315,No
JSSSTU,Chemical Engineering,KCET,2023,52612,89056,15285,13677,170630,156953,Yes
JNNCE,Information Science and Engineering,COMEDK,2023,228291,64056,12403,16406,321156,304750,No
VIT,Computer Science and Engineering,KCET,2024,80118,62309,12787,12979,168193,155214,No
HKBK,Chemical Engineering,KCET,2024,55723,90009,10759,16380,172871,156491,No
UVCE,Robotics and Automation Engineering,KCET,2024,80169,90186,18405,12185,200945,188760,Yes
RAIT,Biotechnology,COMEDK,2024,187548,84952,19149,13896,305545,291649,No
RNSIT,Computer Science and Engineering,KCET,2024,61830,87161,16537,16708,182236,165528,Yes
NCET,Computer Science and Engineering,KCET,2023,78503,74953,16194,12884,182534,169650,Yes
SIT,Mechanical Engineering,COMEDK,2023,197939,61265,15233,16952,291389,274437,Yes
RAIT,Civil Engineering,COMEDK,2024,220123,80110,11295,15090,326618,311528,No
AIT,Electronics and Communication Engineering,KCET,2024,70167,88932,15843,19017,193959,174942,Yes
BNMIT,Robotics and Automation Engineering,COMEDK,2023,195886,69984,8558,17131,291559,274428,No
VVCE,Electrical and Electronics Engineering,COMEDK,2024,235933,65778,17487,20868,340066,319198,No
BMSCE,Civil Engineering,COMEDK,2023,229989,90286,14138,18977,353390,334413,Yes
PESCE,Civil Engineering,KCET,2023,69783,78103,13308,16774,177968,161194,Yes
NCET,Data Science,KCET,2024,73273,66509,10395,12967,163144,150177,No
CITGubbi,Biotechnology,KCET,2024,82871,65899,9339,22523,180632,158109,No
SIT,Aerospace Engineering,KCET,2024,53953,83694,11671,11048,160366,149318,Yes
BNMIT,Information Science and Engineering,COMEDK,2023,188307,60469,17207,15243,281226,265983,No
HKBK,Biotechnology,COMEDK,2023,202261,76595,17243,22588,318687,296099,Yes
PESCE,Electronics and Communication Engineering,KCET,2023,55664,80971,18259,20698,175592,154894,No
DSCE,Civil Engineering,KCET,2024,82880,89555,18506,23363,214304,190941,No
BNMIT,Artificial Intelligence and Data Science,COMEDK,2023,177510,90704,15379,14571,298164,283593,No
MVJCE,Mechanical Engineering,COMEDK,2023,224986,89391,9745,19533,343655,324122,No
BITM,Data Science,KCET,2023,74781,70434,19115,11399,175729,164330,No
NHCE,Mechanical Engineering,COMEDK,2024,208403,65352,19012,19656,312423,292767,No
VVCE,Mechanical Engineering,COMEDK,2023,161753,90384,11425,30000,293562,263562,No
NMIT,Mechanical Engineering,COMEDK,2024,213434,67299,15373,21535,317641,296106,No
DSCE,Mechanical Engineering,KCET,2024,67264,60214,18054,24004,169536,145532,No
CITGubbi,Chemical Engineering,KCET,2023,54961,65885,8324,12880,142050,129170,Yes
KSIT,Data Science,COMEDK,2024,248473,76954,10598,16755,352780,336025,No
RAIT,Robotics and Automation Engineering,KCET,2023,61367,65559,14739,13943,155608,141665,Yes
KLSGIT,Data Science,COMEDK,2024,194542,63194,8219,11254,277209,265955,Yes
MSRIT,Biotechnology,KCET,2024,79860,65105,16442,29483,190890,161407,No
PESCE,Civil Engineering,KCET,2024,59121,66658,8077,27751,161607,133856,No
KLEIT,Chemical Engineering,KCET,2023,76622,93976,14074,18730,203402,184672,No
AITM,Information Science and Engineering,KCET,2023,78430,86655,8079,26227,199391,173164,No
BMIT,Robotics and Automation Engineering,KCET,2023,54204,63507,19424,21841,158976,137135,No
REVA,Robotics and Automation Engineering,COMEDK,2024,177897,74034,10130,15829,277890,262061,Yes
HKBK,Data Science,KCET,2024,74782,63143,12191,26296,176412,150116,Yes
MSRIT,Robotics and Automation Engineering,COMEDK,2024,209586,83595,14763,27733,335677,307944,Yes
NMIT,Artificial Intelligence and Data Science,COMEDK,2024,208558,65189,16525,28976,319248,290272,No
CMRIT,Mechanical Engineering,COMEDK,2024,182606,80826,13682,28003,305117,277114,Yes
BIT,Robotics and Automation Engineering,KCET,2023,75986,69938,18189,10887,175000,164113,No
AECMandya,Civil Engineering,COMEDK,2024,206812,90751,16002,10351,323916,313565,No
SCEM,Electronics and Communication Engineering,KCET,2024,84256,63985,15080,21849,185170,163321,No
DBIT,Data Science,KCET,2024,82663,81396,18800,25745,208604,182859,No
MVJCE,Mechanical Engineering,COMEDK,2023,246570,87090,8922,24792,367374,342582,Yes
SITM,Electronics and Communication Engineering,COMEDK,2024,246094,64619,10870,13368,334951,321583,Yes
DSCE,Data Science,KCET,2024,52838,91454,9936,14251,168479,154228,No
SDMCET,Biotechnology,KCET,2023,70350,81474,11424,21323,184571,163248,Yes
AITM,Data Science,KCET,2024,55113,85248,15995,19765,176121,156356,No
KLSGIT,Chemical Engineering,COMEDK,2023,208808,82947,16382,26231,334368,308137,No
RNSIT,Information Science and Engineering,COMEDK,2024,228919,82802,15147,20846,347714,326868,Yes
VVIT,Chemical Engineering,COMEDK,2023,240477,66775,12247,15062,334561,319499,No
ACU,Data Science,KCET,2023,78418,83325,14351,15654,191748,176094,Yes
AITM,Computer Science and Engineering,COMEDK,2023,176559,90922,14655,29827,311963,282136,No
BMIT,Electronics and Communication Engineering,COMEDK,2023,230754,87748,16609,27010,362121,335111,No
ACU,Robotics and Automation Engineering,KCET,2023,74900,77183,15383,18779,186245,167466,No
JIT,Data Science,KCET,2024,74820,82260,15182,25046,197308,172262,Yes
DSCE,Civil Engineering,COMEDK,2024,176596,64435,14166,28701,283898,255197,No
AIT,Biotechnology,COMEDK,2023,179380,65917,18560,27484,291341,263857,Yes
RAIT,Information Science and Engineering,KCET,2023,80654,78327,8484,14637,182102,167465,No
AIT,Electrical and Electronics Engineering,COMEDK,2023,245919,63627,19535,18478,347559,329081,No
CITGubbi,Biotechnology,KCET,2024,72735,81060,10340,16714,180849,164135,Yes
RAIT,Aerospace Engineering,KCET,2023,62872,92218,15387,24194,194671,170477,Yes
PESCE,Biotechnology,KCET,2023,69010,93196,14792,12191,189189,176998,Yes
DBIT,Electronics and Communication Engineering,KCET,2023,69042,80615,15939,17670,183266,165596,No
CITGubbi,Mechanical Engineering,COMEDK,2024,219368,61683,12640,21962,315653,293691,No
RVUNIV,Aerospace Engineering,KCET,2024,81051,81409,17124,18698,198282,179584,Yes
RAIT,Civil Engineering,COMEDK,2023,230466,80894,9810,27136,348306,321170,Yes
HKBK,Civil Engineering,COMEDK,2024,190344,61166,12311,20399,284220,263821,No
KSIT,Civil Engineering,KCET,2023,71262,80742,10269,10754,173027,162273,Yes
DSCE,Civil Engineering,KCET,2024,71403,74930,14997,26307,187637,161330,No
BITM,Civil Engineering,KCET,2023,79823,66678,13168,14550,174219,159669,No
RVUNIV,Civil Engineering,KCET,2024,84619,64468,9977,28906,187970,159064,Yes
VVIT,Aerospace Engineering,KCET,2023,57560,60301,18697,13831,150389,136558,Yes
SJBIT,Biotechnology,KCET,2023,73134,74933,8539,18034,174640,156606,Yes
SCEM,Robotics and Automation Engineering,KCET,2024,76704,82401,18459,27534,205098,177564,No
RAIT,Electrical and Electronics Engineering,KCET,2024,58213,67107,10796,15259,151375,136116,No
YKCE,Information Science and Engineering,KCET,2024,80141,86672,12164,29342,208319,178977,No
EastPoint,Biotechnology,KCET,2023,68039,94843,15067,19021,196970,177949,No
AECMandya,Aerospace Engineering,KCET,2023,64655,83366,19099,29434,196554,167120,Yes
MVJCE,Artificial Intelligence and Data Science,COMEDK,2023,185413,89567,8397,28756,312133,283377,No
JNNCE,Robotics and Automation Engineering,KCET,2023,71308,71591,11570,26283,180752,154469,Yes
RVCE,Chemical Engineering,KCET,2023,53485,61224,16438,19549,150696,131147,Yes
GIT,Biotechnology,COMEDK,2023,197241,61839,9290,14687,283057,268370,No
NHCE,Civil Engineering,KCET,2023,53222,80448,14361,13460,161491,148031,No
RVCE,Electronics and Communication Engineering,COMEDK,2024,231736,77669,10135,20702,340242,319540,Yes
HKBK,Information Science and Engineering,KCET,2024,67778,79216,14822,14744,176560,161816,No
VIT,Biotechnology,COMEDK,2024,168275,76050,11424,11570,267319,255749,Yes
BITM,Information Science and Engineering,KCET,2024,64092,66346,13819,19533,163790,144257,No
SIT,Robotics and Automation Engineering,KCET,2024,78497,82974,11944,16561,189976,173415,Yes
DrAIT,Mechanical Engineering,COMEDK,2024,224442,92704,14835,14774,346755,331981,Yes
MSRIT,Computer Science and Engineering,KCET,2024,65602,70752,9852,25899,172105,146206,No
SCEM,Chemical Engineering,KCET,2024,80022,79109,13828,16023,188982,172959,Yes
YKCE,Biotechnology,COMEDK,2023,206851,77713,18195,12074,314833,302759,No
DBIT,Electrical and Electronics Engineering,KCET,2024,81220,90555,11018,20756,203549,182793,No
JIT,Robotics and Automation Engineering,KCET,2024,67977,63860,14974,12694,159505,146811,No
BITM,Civil Engineering,COMEDK,2024,205177,66642,8204,19704,299727,280023,No
SDMIT,Robotics and Automation Engineering,KCET,2023,70081,73955,12449,22711,179196,156485,Yes
NMIT,Computer Science and Engineering,COMEDK,2023,235044,68581,11910,22557,338092,315535,No
VVCE,Robotics and Automation Engineering,KCET,2024,71344,60282,9751,16559,157936,141377,Yes
KLEIT,Computer Science and Engineering,KCET,2023,57141,63020,15264,13462,148887,135425,No
NCET,Robotics and Automation Engineering,KCET,2024,66581,91242,10479,20570,188872,168302,No
SCEM,Electrical and Electronics Engineering,KCET,2023,56038,92320,16854,11266,176478,165212,No
DrAIT,Artificial Intelligence and Data Science,COMEDK,2023,218211,85529,17939,28246,349925,321679,Yes
PESCE,Chemical Engineering,COMEDK,2023,162200,74832,10046,10066,257144,247078,Yes
YKCE,Robotics and Automation Engineering,COMEDK,2024,214107,87578,16114,19401,337200,317799,Yes
BITM,Biotechnology,KCET,2024,58999,71470,9110,10479,150058,139579,Yes
YKCE,Artificial Intelligence and Data Science,COMEDK,2024,225329,92869,12501,12391,343090,330699,Yes
RIT,Electrical and Electronics Engineering,COMEDK,2023,178656,68831,14263,28131,289881,261750,Yes
MVJCE,Civil Engineering,KCET,2023,68913,70934,15895,18043,173785,155742,No
HKBK,Artificial Intelligence and Data Science,COMEDK,2024,169455,85787,12929,20793,288964,268171,No
REVA,Information Science and Engineering,COMEDK,2024,180379,73892,11465,21108,286844,265736,Yes
AEC,Mechanical Engineering,KCET,2024,76183,69955,15669,25828,187635,161807,No
KSIT,Aerospace Engineering,KCET,2023,60713,64141,14810,18684,158348,139664,No
DSCE,Information Science and Engineering,KCET,2023,54786,79080,19282,12759,165907,153148,No
GMIT,Computer Science and Engineering,COMEDK,2024,204997,91886,14630,15446,326959,311513,Yes
VemanaIT,Information Science and Engineering,COMEDK,2023,187498,87589,19251,15484,309822,294338,Yes
UVCE,Artificial Intelligence and Data Science,COMEDK,2024,168428,80903,11606,11930,272867,260937,No
VVCE,Electronics and Communication Engineering,COMEDK,2023,214069,65589,10607,23525,313790,290265,Yes
UVCE,Chemical Engineering,COMEDK,2024,214226,69043,15962,12876,312107,299231,Yes
RVUNIV,Electronics and Communication Engineering,KCET,2023,77678,63049,15782,26729,183238,156509,Yes
NMIT,Electronics and Communication Engineering,COMEDK,2023,236951,60908,16431,26344,340634,314290,No
NCET,Artificial Intelligence and Data Science,COMEDK,2023,237495,89742,17014,16617,360868,344251,No
VVIT,Chemical Engineering,COMEDK,2024,191425,77189,15298,19269,303181,283912,Yes
NMIT,Robotics and Automation Engineering,KCET,2024,74136,93245,14851,16029,198261,182232,Yes
VSM,Civil Engineering,COMEDK,2024,165599,90963,9103,23200,288865,265665,No
CMRIT,Civil Engineering,KCET,2023,63337,65719,16520,26936,172512,145576,No
AITM,Civil Engineering,KCET,2024,55911,77457,9631,18956,161955,142999,Yes
DSCE,Information Science and Engineering,COMEDK,2023,202706,89789,9605,15473,317573,302100,Yes
DrAIT,Biotechnology,KCET,2024,65738,69256,16414,25797,177205,151408,Yes
NMIT,Aerospace Engineering,COMEDK,2023,189238,63808,9553,28706,291305,262599,Yes
MSRUAS,Information Science and Engineering,COMEDK,2024,176001,93433,13474,17997,300905,282908,No
JIT,Mechanical Engineering,KCET,2023,59335,69147,12030,17293,157805,140512,No
YKCE,Computer Science and Engineering,KCET,2023,74367,87909,12356,26782,201414,174632,No
DSATM,Civil Engineering,COMEDK,2023,208768,77556,19414,22803,328541,305738,No
VVIT,Information Science and Engineering,COMEDK,2023,210433,90256,12543,20020,333252,313232,Yes
JIT,Data Science,KCET,2024,73403,79790,17850,24454,195497,171043,Yes
VIT,Aerospace Engineering,KCET,2024,51663,89131,9559,22141,172494,150353,Yes
MSRIT,Computer Science and Engineering,KCET,2023,75220,83782,10216,25429,194647,169218,No
NMIT,Biotechnology,KCET,2023,52656,71809,9699,23115,157279,134164,Yes
PESU,Mechanical Engineering,KCET,2023,61020,65370,10521,22759,159670,136911,Yes
SCEM,Chemical Engineering,KCET,2024,52434,64044,17751,24633,158862,134229,No
BMSCE,Computer Science and Engineering,COMEDK,2023,211000,91603,11103,20010,333716,313706,No
UVCE,Chemical Engineering,KCET,2023,78129,93172,13098,15858,200257,184399,Yes
DSATM,Aerospace Engineering,KCET,2024,53684,87664,9803,17291,168442,151151,Yes
KLEIT,Information Science and Engineering,KCET,2023,56483,60759,19173,11356,147771,136415,Yes
SCEM,Data Science,COMEDK,2023,229608,76864,17838,17145,341455,324310,No
REVA,Electronics and Communication Engineering,KCET,2023,57769,78949,17092,18997,172807,153810,Yes
BNMIT,Chemical Engineering,COMEDK,2023,192008,92434,10610,26246,321298,295052,No
VVCE,Computer Science and Engineering,COMEDK,2023,205287,73011,18891,13826,311015,297189,No
NMIT,Information Science and Engineering,COMEDK,2024,193480,77034,11221,21763,303498,281735,Yes
DSCE,Artificial Intelligence and Data Science,KCET,2023,70613,65244,14195,26308,176360,150052,No
SJBIT,Artificial Intelligence and Data Science,COMEDK,2024,211250,78849,13616,22429,326144,303715,No
VemanaIT,Robotics and Automation Engineering,COMEDK,2023,197416,67782,11447,19147,295792,276645,Yes
KSIT,Computer Science and Engineering,KCET,2024,69727,76073,13492,20021,179313,159292,No
EastPoint,Biotechnology,KCET,2023,79335,70664,13887,15082,178968,163886,Yes
VVIT,Mechanical Engineering,COMEDK,2023,177276,83506,9227,14576,284585,270009,Yes
AEC,Information Science and Engineering,COMEDK,2024,227146,75696,19514,20284,342640,322356,Yes
GMIT,Electrical and Electronics Engineering,COMEDK,2023,193471,85299,19281,26968,325019,298051,No
RIT,Biotechnology,COMEDK,2024,189699,72969,15076,23484,301228,277744,No
BNMIT,Information Science and Engineering,COMEDK,2024,177510,75710,13401,12587,279208,266621,No
NCET,Electrical and Electronics Engineering,KCET,2024,74940,72498,13934,21302,182674,161372,No
RVCE,Electrical and Electronics Engineering,COMEDK,2023,166044,65214,16432,23464,271154,247690,No
BIT,Aerospace Engineering,COMEDK,2024,196311,76422,11810,15506,300049,284543,No
ACU,Electrical and Electronics Engineering,COMEDK,2023,206154,89626,12223,19806,327809,308003,Yes
BITM,Chemical Engineering,COMEDK,2024,233831,60291,17742,16391,328255,311864,Yes
BITM,Robotics and Automation Engineering,KCET,2023,79183,91684,8136,16154,195157,179003,No
SJBIT,Electrical and Electronics Engineering,COMEDK,2024,208380,71152,13829,24368,317729,293361,No
JIT,Chemical Engineering,COMEDK,2024,237420,87856,17059,17696,360031,342335,No
BMIT,Robotics and Automation Engineering,KCET,2024,50431,94382,17157,18339,180309,161970,No
SITM,Robotics and Automation Engineering,COMEDK,2024,196655,87602,14169,13930,312356,298426,No
VIT,Data Science,COMEDK,2024,239281,89183,15091,16471,360026,343555,No
VSM,Electrical and Electronics Engineering,COMEDK,2023,160040,76136,18805,14577,269558,254981,No
CITGubbi,Computer Science and Engineering,KCET,2024,53676,94552,13224,21504,182956,161452,No
VIT,Data Science,KCET,2024,64410,72355,9178,20906,166849,145943,No
VIT,Electrical and Electronics Engineering,COMEDK,2023,162875,66952,19064,14228,263119,248891,No
JSSSTU,Information Science and Engineering,KCET,2024,60549,90181,16863,15189,182782,167593,No
DBIT,Aerospace Engineering,COMEDK,2023,222189,83965,14313,26282,346749,320467,No
RNSIT,Civil Engineering,KCET,2024,54369,77544,15327,13713,160953,147240,No
DSATM,Civil Engineering,KCET,2023,77647,77101,9082,12829,176659,163830,Yes
MVJCE,Information Science and Engineering,KCET,2024,66619,91103,15815,22728,196265,173537,No
VVIT,Mechanical Engineering,COMEDK,2024,190570,63249,19390,18056,291265,273209,Yes
JNNCE,Data Science,COMEDK,2024,202178,73016,16267,26786,318247,291461,Yes
MSRIT,Electronics and Communication Engineering,COMEDK,2024,201189,91505,19362,27100,339156,312056,Yes
RIT,Mechanical Engineering,KCET,2023,76182,76805,11567,24482,189036,164554,Yes
AIT,Electronics and Communication Engineering,KCET,2024,58278,82810,16898,15316,173302,157986,No
YKCE,Information Science and Engineering,COMEDK,2024,175670,82852,13464,13221,285207,271986,Yes
REVA,Artificial Intelligence and Data Science,KCET,2024,55889,70397,19132,17368,162786,145418,No
DBIT,Biotechnology,KCET,2024,57129,80130,8666,20686,166611,145925,Yes
VSM,Chemical Engineering,KCET,2024,82473,71892,16407,21071,191843,170772,No
AITM,Mechanical Engineering,COMEDK,2023,181709,63066,9870,21407,276052,254645,Yes
RVCE,Civil Engineering,KCET,2023,58053,70978,19607,17541,166179,148638,No
JIT,Data Science,COMEDK,2024,216939,67076,15697,29120,328832,299712,No
KLSGIT,Computer Science and Engineering,COMEDK,2023,235048,88367,15823,21278,360516,339238,Yes
VIT,Data Science,COMEDK,2024,233151,78603,11740,25344,348838,323494,No
BNMIT,Artificial Intelligence and Data Science,COMEDK,2023,227761,80346,14049,29934,352090,322156,No
SJBIT,Mechanical Engineering,COMEDK,2024,195838,76406,17003,17682,306929,289247,No
CMRIT,Electrical and Electronics Engineering,COMEDK,2024,183431,69447,16936,27624,297438,269814,Yes
MVJCE,Electrical and Electronics Engineering,COMEDK,2023,161755,88444,14488,28325,293012,264687,Yes
DrAIT,Electrical and Electronics Engineering,KCET,2023,82421,76060,17607,14171,190259,176088,No
PESU,Information Science and Engineering,COMEDK,2023,212330,68883,8191,13812,303216,289404,Yes
JNNCE,Information Science and Engineering,KCET,2023,56445,73580,16861,12610,159496,146886,Yes
SDMIT,Artificial Intelligence and Data Science,KCET,2024,79938,81675,12739,25743,200095,174352,Yes
AITM,Civil Engineering,KCET,2024,68642,60852,19229,18158,166881,148723,No
PESCE,Civil Engineering,COMEDK,2023,212676,70295,10262,12710,305943,293233,Yes
AECMandya,Computer Science and Engineering,KCET,2023,80025,87128,10009,14116,191278,177162,No
BNMIT,Data Science,COMEDK,2024,189258,60797,10840,16258,277153,260895,Yes
VSM,Biotechnology,COMEDK,2024,179901,86179,13232,29951,309263,279312,Yes
SJBCE,Biotechnology,COMEDK,2024,213104,88294,8054,23037,332489,309452,Yes
AECMandya,Chemical Engineering,KCET,2024,56536,73829,10873,15761,156999,141238,No
DSCE,Robotics and Automation Engineering,KCET,2023,78175,70667,12173,27799,188814,161015,Yes
VVCE,Information Science and Engineering,KCET,2024,65438,85700,11476,19438,182052,162614,Yes
PESU,Civil Engineering,KCET,2024,63129,63003,17338,15973,159443,143470,Yes
PRES,Robotics and Automation Engineering,COMEDK,2023,217441,68715,17301,24665,328122,303457,No
KSIT,Biotechnology,COMEDK,2023,197802,90489,12838,25926,327055,301129,No
NCET,Electrical and Electronics Engineering,KCET,2023,74243,88698,13206,24928,201075,176147,Yes
VVCE,Biotechnology,KCET,2024,56014,85418,12239,29304,182975,153671,No
CITGubbi,Electrical and Electronics Engineering,COMEDK,2023,222618,83851,9700,29458,345627,316169,No
SDMCET,Chemical Engineering,COMEDK,2024,214810,65697,14747,21834,317088,295254,Yes
NIE,Biotechnology,COMEDK,2023,178867,82042,13635,26465,301009,274544,No
AIT,Chemical Engineering,COMEDK,2024,166879,65399,18771,26616,277665,251049,Yes
RVCE,Biotechnology,COMEDK,2024,217154,76578,11385,15889,321006,305117,No
JIT,Electrical and Electronics Engineering,KCET,2024,64125,61809,13690,11862,151486,139624,Yes
VVIT,Electrical and Electronics Engineering,COMEDK,2024,247111,67959,12152,16009,343231,327222,No
SDMCET,Biotechnology,KCET,2024,70014,66144,8439,18045,162642,144597,Yes
BMSIT,Aerospace Engineering,COMEDK,2024,232510,74073,10360,17958,334901,316943,Yes
SDMCET,Chemical Engineering,COMEDK,2024,183786,61567,17716,19934,283003,263069,Yes
VemanaIT,Artificial Intelligence and Data Science,KCET,2023,80494,76010,12194,14579,183277,168698,No
BIT,Robotics and Automation Engineering,KCET,2024,58092,62149,11105,17193,148539,131346,No
