College,Branch,Category,Exam,Year,Total_Seats
VVCE,Civil Engineering,GM,KCET,2023,28
GMIT,Data Science,Christian,COMEDK,2023,53
SDMIT,Computer Science and Engineering,Christian,KCET,2023,9
KLEIT,Aerospace Engineering,Tulu,COMEDK,2023,29
SJBCE,Chemical Engineering,SC,COMEDK,2024,58
UVCE,Civil Engineering,Tulu,KCET,2024,15
SJBIT,Electronics and Communication Engineering,Tulu,KCET,2023,41
AECMandya,Information Science and Engineering,Tulu,COMEDK,2024,41
BMIT,Mechanical Engineering,OBC,COMEDK,2024,40
NMIT,Robotics and Automation Engineering,SC,COMEDK,2023,52
DSATM,Mechanical Engineering,Christian,COMEDK,2024,14
AITM,Electronics and Communication Engineering,ST,KCET,2024,45
EastPoint,Electrical and Electronics Engineering,SC,KCET,2024,41
EastPoint,Civil Engineering,SC,KCET,2023,32
CMRIT,Chemical Engineering,Tulu,KCET,2024,49
NMIT,Civil Engineering,GM,COMEDK,2024,21
EastPoint,Chemical Engineering,OBC,KCET,2024,35
VVCE,Data Science,OBC,COMEDK,2024,9
SCEM,Computer Science and Engineering,SC,KCET,2023,47
AIT,Electronics and Communication Engineering,ST,KCET,2023,39
MSRIT,Data Science,ST,KCET,2024,9
KLSGIT,Electrical and Electronics Engineering,GM,KCET,2024,24
BIT,Computer Science and Engineering,Christian,KCET,2024,42
RIT,Information Science and Engineering,ST,COMEDK,2024,15
SDMCET,Biotechnology,ST,COMEDK,2024,18
DSATM,Computer Science and Engineering,ST,COMEDK,2023,54
AECMandya,Electronics and Communication Engineering,Tulu,COMEDK,2024,13
AECMandya,Artificial Intelligence and Data Science,SC,KCET,2024,43
MVJCE,Computer Science and Engineering,Christian,KCET,2023,55
BMIT,Biotechnology,Christian,COMEDK,2024,29
MSRUAS,Artificial Intelligence and Data Science,ST,COMEDK,2024,22
YKCE,Artificial Intelligence and Data Science,GM,KCET,2023,14
DrAIT,Data Science,OBC,KCET,2023,53
KSIT,Mechanical Engineering,Tulu,COMEDK,2023,59
UVCE,Chemical Engineering,Christian,COMEDK,2024,34
MSRIT,Information Science and Engineering,SC,COMEDK,2023,32
REVA,Electronics and Communication Engineering,SC,COMEDK,2023,49
PESCE,Robotics and Automation Engineering,ST,KCET,2024,25
RNSIT,Information Science and Engineering,ST,COMEDK,2024,48
RNSIT,Mechanical Engineering,ST,COMEDK,2023,23
AEC,Biotechnology,ST,COMEDK,2024,46
SCEM,Mechanical Engineering,Christian,KCET,2024,52
NMIT,Computer Science and Engineering,OBC,COMEDK,2023,57
BITM,Electronics and Communication Engineering,GM,COMEDK,2023,47
SCEM,Biotechnology,OBC,COMEDK,2024,23
RVCE,Mechanical Engineering,GM,KCET,2024,21
CMRIT,Electrical and Electronics Engineering,GM,KCET,2024,51
JSSSTU,Aerospace Engineering,Tulu,KCET,2024,58
UVCE,Mechanical Engineering,GM,KCET,2024,46
JNNCE,Aerospace Engineering,Christian,KCET,2023,34
NHCE,Data Science,GM,KCET,2023,52
HKBK,Chemical Engineering,GM,COMEDK,2024,41
RAIT,Civil Engineering,OBC,KCET,2024,43
UVCE,Electrical and Electronics Engineering,OBC,KCET,2024,35
EastPoint,Artificial Intelligence and Data Science,Tulu,KCET,2024,30
REVA,Computer Science and Engineering,Tulu,KCET,2023,43
VVIT,Electrical and Electronics Engineering,SC,KCET,2023,46
SITM,Electronics and Communication Engineering,OBC,KCET,2024,37
SDMCET,Robotics and Automation Engineering,ST,COMEDK,2023,32
KLEIT,Electrical and Electronics Engineering,GM,COMEDK,2023,44
CMRIT,Biotechnology,Tulu,KCET,2024,11
RVUNIV,Civil Engineering,GM,COMEDK,2024,48
AIT,Information Science and Engineering,SC,KCET,2024,9
BMSCE,Chemical Engineering,Christian,KCET,2023,15
VSM,Civil Engineering,SC,KCET,2024,52
DrAIT,Chemical Engineering,Christian,COMEDK,2023,32
JSSSTU,Biotechnology,ST,COMEDK,2023,51
MSRIT,Computer Science and Engineering,Christian,KCET,2024,16
VVCE,Computer Science and Engineering,SC,KCET,2024,18
EastPoint,Chemical Engineering,Christian,COMEDK,2024,23
GIT,Mechanical Engineering,GM,COMEDK,2024,19
SJBIT,Artificial Intelligence and Data Science,GM,KCET,2024,9
RVUNIV,Aerospace Engineering,Tulu,KCET,2023,30
JIT,Chemical Engineering,ST,COMEDK,2023,12
VSM,Computer Science and Engineering,Christian,KCET,2023,36
DBIT,Robotics and Automation Engineering,OBC,KCET,2023,53
VVIT,Chemical Engineering,Christian,COMEDK,2024,21
DSATM,Robotics and Automation Engineering,GM,KCET,2023,12
AEC,Data Science,Tulu,COMEDK,2023,50
BIT,Data Science,Tulu,COMEDK,2023,31
AITM,Computer Science and Engineering,Christian,KCET,2024,11
RNSIT,Information Science and Engineering,ST,KCET,2023,24
BIT,Information Science and Engineering,GM,KCET,2024,8
NHCE,Data Science,Christian,COMEDK,2023,31
SITM,Information Science and Engineering,ST,KCET,2023,39
HKBK,Information Science and Engineering,Christian,COMEDK,2024,22
MVJCE,Electronics and Communication Engineering,SC,KCET,2024,39
BNMIT,Robotics and Automation Engineering,ST,KCET,2023,51
PESCE,Aerospace Engineering,SC,KCET,2023,49
RVUNIV,Robotics and Automation Engineering,Christian,KCET,2024,54
JIT,Computer Science and Engineering,Christian,KCET,2024,48
VSM,Electronics and Communication Engineering,SC,KCET,2023,54
SITM,Civil Engineering,GM,KCET,2024,35
BITM,Aerospace Engineering,GM,COMEDK,2023,58
VIT,Computer Science and Engineering,SC,COMEDK,2023,19
KLSGIT,Mechanical Engineering,Tulu,COMEDK,2024,33
HKBK,Civil Engineering,SC,COMEDK,2023,17
PRES,Mechanical Engineering,Christian,COMEDK,2024,32
PESU,Computer Science and Engineering,Tulu,COMEDK,2024,9
GIT,Artificial Intelligence and Data Science,OBC,COMEDK,2024,46
VemanaIT,Electronics and Communication Engineering,SC,KCET,2023,47
CITGubbi,Mechanical Engineering,ST,COMEDK,2023,56
SCEM,Mechanical Engineering,OBC,KCET,2024,12
EastPoint,Artificial Intelligence and Data Science,Tulu,COMEDK,2023,8
DBIT,Electrical and Electronics Engineering,ST,COMEDK,2024,11
RAIT,Artificial Intelligence and Data Science,GM,KCET,2024,35
DSCE,Computer Science and Engineering,SC,COMEDK,2023,27
KLEIT,Chemical Engineering,Tulu,KCET,2024,31
EastPoint,Electrical and Electronics Engineering,ST,COMEDK,2023,19
SIT,Electronics and Communication Engineering,GM,COMEDK,2024,55
EastPoint,Information Science and Engineering,OBC,COMEDK,2024,36
PESCE,Artificial Intelligence and Data Science,Tulu,COMEDK,2024,12
SJBCE,Mechanical Engineering,SC,KCET,2023,22
KLSGIT,Robotics and Automation Engineering,OBC,KCET,2024,50
MSRIT,Computer Science and Engineering,OBC,KCET,2024,59
RVCE,Data Science,ST,KCET,2023,15
GIT,Civil Engineering,GM,KCET,2023,40
GMIT,Information Science and Engineering,Tulu,KCET,2024,54
BIT,Chemical Engineering,Christian,COMEDK,2023,51
SCEM,Data Science,Christian,KCET,2024,59
JNNCE,Civil Engineering,Christian,COMEDK,2024,29
DSCE,Information Science and Engineering,Tulu,KCET,2024,33
MSRIT,Electronics and Communication Engineering,OBC,COMEDK,2024,40
AEC,Mechanical Engineering,ST,KCET,2024,38
VemanaIT,Data Science,Christian,KCET,2023,8
BIT,Aerospace Engineering,OBC,COMEDK,2023,32
RVCE,Artificial Intelligence and Data Science,Tulu,COMEDK,2023,7
MSRUAS,Mechanical Engineering,OBC,COMEDK,2023,16
VemanaIT,Electronics and Communication Engineering,ST,KCET,2024,39
CITGubbi,Electronics and Communication Engineering,OBC,KCET,2024,59
HKBK,Electronics and Communication Engineering,SC,COMEDK,2024,34
REVA,Mechanical Engineering,SC,KCET,2024,17
SJBCE,Civil Engineering,Tulu,COMEDK,2024,17
PESU,Chemical Engineering,ST,COMEDK,2024,29
VVCE,Aerospace Engineering,OBC,KCET,2023,14
BITM,Artificial Intelligence and Data Science,Tulu,COMEDK,2024,46
RAIT,Mechanical Engineering,OBC,COMEDK,2024,31
AIT,Robotics and Automation Engineering,OBC,COMEDK,2023,56
AIT,Aerospace Engineering,SC,KCET,2023,17
BNMIT,Aerospace Engineering,SC,COMEDK,2024,49
AIT,Information Science and Engineering,Tulu,COMEDK,2024,35
JIT,Artificial Intelligence and Data Science,SC,COMEDK,2024,25
RIT,Mechanical Engineering,SC,KCET,2023,40
GMIT,Aerospace Engineering,Christian,KCET,2024,38
YKCE,Data Science,GM,COMEDK,2024,16
NIE,Robotics and Automation Engineering,GM,KCET,2023,31
VSM,Data Science,ST,KCET,2023,29
DBIT,Civil Engineering,Christian,COMEDK,2023,28
RAIT,Civil Engineering,Christian,KCET,2023,53
SJBIT,Aerospace Engineering,Christian,COMEDK,2023,31
NIE,Artificial Intelligence and Data Science,Tulu,COMEDK,2024,60
SDMIT,Electronics and Communication Engineering,OBC,KCET,2024,22
KSIT,Robotics and Automation Engineering,SC,COMEDK,2024,45
SDMCET,Electronics and Communication Engineering,Christian,KCET,2023,23
NCET,Aerospace Engineering,ST,COMEDK,2024,58
KLEIT,Electrical and Electronics Engineering,SC,KCET,2023,27
BMIT,Mechanical Engineering,Tulu,COMEDK,2024,17
HKBK,Civil Engineering,OBC,KCET,2024,22
GIT,Robotics and Automation Engineering,OBC,COMEDK,2024,37
VemanaIT,Information Science and Engineering,SC,KCET,2024,52
MSRUAS,Civil Engineering,GM,KCET,2024,53
NCET,Mechanical Engineering,GM,COMEDK,2023,9
UVCE,Computer Science and Engineering,SC,KCET,2024,12
VSM,Information Science and Engineering,Christian,COMEDK,2024,42
VVCE,Chemical Engineering,ST,KCET,2023,46
SIT,Computer Science and Engineering,Tulu,COMEDK,2023,52
BIT,Biotechnology,OBC,KCET,2023,28
RNSIT,Civil Engineering,GM,COMEDK,2023,55
NMIT,Biotechnology,SC,KCET,2023,57
SIT,Artificial Intelligence and Data Science,Christian,KCET,2024,13
SDMCET,Electronics and Communication Engineering,ST,KCET,2024,48
GMIT,Chemical Engineering,Christian,KCET,2024,19
SITM,Electrical and Electronics Engineering,SC,KCET,2023,57
VIT,Data Science,GM,COMEDK,2024,7
KLEIT,Electrical and Electronics Engineering,SC,KCET,2024,48
RNSIT,Chemical Engineering,GM,KCET,2024,32
KLSGIT,Electronics and Communication Engineering,ST,COMEDK,2023,25
PRES,Artificial Intelligence and Data Science,SC,KCET,2023,29
SJBCE,Mechanical Engineering,OBC,KCET,2023,10
NHCE,Computer Science and Engineering,ST,COMEDK,2024,40
BITM,Robotics and Automation Engineering,GM,KCET,2024,47
RNSIT,Data Science,SC,COMEDK,2023,51
KLEIT,Artificial Intelligence and Data Science,SC,COMEDK,2024,42
SDMIT,Robotics and Automation Engineering,Tulu,COMEDK,2024,25
RAIT,Biotechnology,ST,KCET,2024,16
AEC,Robotics and Automation Engineering,Christian,COMEDK,2023,8
BIT,Chemical Engineering,Tulu,COMEDK,2023,39
SDMIT,Chemical Engineering,SC,COMEDK,2024,7
PESU,Civil Engineering,SC,COMEDK,2024,6
VVIT,Mechanical Engineering,OBC,KCET,2024,29
AITM,Aerospace Engineering,GM,COMEDK,2024,19
VVIT,Electronics and Communication Engineering,Tulu,KCET,2023,10
GMIT,Robotics and Automation Engineering,Christian,KCET,2023,12
VSM,Chemical Engineering,GM,COMEDK,2024,48
DSCE,Artificial Intelligence and Data Science,SC,COMEDK,2024,13
CITGubbi,Computer Science and Engineering,ST,COMEDK,2023,30
RIT,Electronics and Communication Engineering,SC,COMEDK,2023,10
NCET,Information Science and Engineering,GM,COMEDK,2024,20
SIT,Robotics and Automation Engineering,GM,COMEDK,2023,28
VIT,Civil Engineering,ST,COMEDK,2024,56
UVCE,Data Science,Tulu,COMEDK,2024,54
SDMIT,Computer Science and Engineering,GM,KCET,2024,46
PESU,Computer Science and Engineering,Tulu,KCET,2024,12
YKCE,Electronics and Communication Engineering,Tulu,KCET,2023,39
AECMandya,Biotechnology,ST,COMEDK,2023,53
RVUNIV,Data Science,Tulu,KCET,2023,11
KLSGIT,Electrical and Electronics Engineering,GM,KCET,2023,46
PESCE,Chemical Engineering,Christian,KCET,2024,15
HKBK,Computer Science and Engineering,Tulu,KCET,2023,17
BMIT,Biotechnology,SC,COMEDK,2023,56
DSCE,Computer Science and Engineering,GM,COMEDK,2024,57
RIT,Robotics and Automation Engineering,OBC,COMEDK,2023,45
MSRUAS,Data Science,OBC,KCET,2024,7
PESCE,Aerospace Engineering,SC,KCET,2024,60
BMSCE,Aerospace Engineering,ST,KCET,2024,14
AECMandya,Mechanical Engineering,ST,KCET,2023,54
KLSGIT,Electronics and Communication Engineering,SC,COMEDK,2023,50
HKBK,Data Science,SC,KCET,2023,38
SDMCET,Computer Science and Engineering,Tulu,COMEDK,2023,17
EastPoint,Civil Engineering,Tulu,KCET,2023,53
NIE,Robotics and Automation Engineering,OBC,COMEDK,2023,27
RAIT,Civil Engineering,Tulu,COMEDK,2023,26
RIT,Data Science,Tulu,COMEDK,2023,47
ACU,Aerospace Engineering,SC,COMEDK,2024,55
SCEM,Robotics and Automation Engineering,GM,COMEDK,2024,50
DBIT,Computer Science and Engineering,OBC,KCET,2023,49
KLSGIT,Robotics and Automation Engineering,OBC,KCET,2023,34
YKCE,Mechanical Engineering,Christian,COMEDK,2024,60
RIT,Electronics and Communication Engineering,ST,KCET,2024,59
NMIT,Data Science,Christian,COMEDK,2024,9
EastPoint,Information Science and Engineering,SC,KCET,2023,43
VVCE,Computer Science and Engineering,Tulu,COMEDK,2024,12
VVCE,Robotics and Automation Engineering,GM,KCET,2024,11
VemanaIT,Civil Engineering,OBC,KCET,2023,60
NHCE,Civil Engineering,SC,COMEDK,2023,44
BITM,Civil Engineering,Christian,KCET,2024,58
DBIT,Electronics and Communication Engineering,ST,COMEDK,2024,49
MVJCE,Aerospace Engineering,Tulu,COMEDK,2024,30
YKCE,Artificial Intelligence and Data Science,Christian,COMEDK,2023,6
DrAIT,Computer Science and Engineering,Christian,COMEDK,2024,10
JIT,Biotechnology,OBC,KCET,2023,14
MSRUAS,Civil Engineering,Christian,KCET,2023,24
DSCE,Robotics and Automation Engineering,GM,KCET,2023,38
VVIT,Electrical and Electronics Engineering,Tulu,COMEDK,2024,43
DSATM,Civil Engineering,SC,COMEDK,2024,30
BMIT,Data Science,OBC,KCET,2024,14
KSIT,Chemical Engineering,ST,KCET,2023,8
MSRUAS,Electronics and Communication Engineering,Christian,COMEDK,2023,21
KLEIT,Computer Science and Engineering,OBC,COMEDK,2024,58
DrAIT,Artificial Intelligence and Data Science,GM,KCET,2024,41
GIT,Civil Engineering,ST,KCET,2024,36
HKBK,Computer Science and Engineering,OBC,KCET,2024,59
SJBIT,Civil Engineering,GM,KCET,2024,40
RVCE,Robotics and Automation Engineering,SC,COMEDK,2023,52
DSCE,Artificial Intelligence and Data Science,OBC,KCET,2024,14
BIT,Data Science,SC,KCET,2024,27
RAIT,Data Science,OBC,KCET,2023,55
PESCE,Electronics and Communication Engineering,Tulu,COMEDK,2024,38
CITGubbi,Electrical and Electronics Engineering,Christian,KCET,2023,22
KLEIT,Artificial Intelligence and Data Science,Tulu,COMEDK,2024,59
MSRIT,Civil Engineering,GM,KCET,2024,27
DSCE,Aerospace Engineering,Christian,KCET,2023,53
SJBIT,Biotechnology,SC,COMEDK,2023,19
SITM,Chemical Engineering,ST,COMEDK,2024,34
AITM,Civil Engineering,Tulu,KCET,2023,44
MSRUAS,Data Science,Christian,COMEDK,2023,24
GIT,Civil Engineering,OBC,COMEDK,2023,29
BIT,Electronics and Communication Engineering,GM,COMEDK,2023,11
JIT,Biotechnology,SC,COMEDK,2023,23
SIT,Information Science and Engineering,Tulu,COMEDK,2023,55
AIT,Electronics and Communication Engineering,SC,KCET,2023,9
AIT,Mechanical Engineering,Christian,KCET,2023,18
NHCE,Information Science and Engineering,SC,KCET,2024,29
DSCE,Biotechnology,OBC,KCET,2024,15
KSIT,Electrical and Electronics Engineering,SC,KCET,2023,49
DBIT,Robotics and Automation Engineering,OBC,COMEDK,2023,11
KLSGIT,Robotics and Automation Engineering,ST,KCET,2024,23
AEC,Artificial Intelligence and Data Science,SC,KCET,2024,26
SIT,Electronics and Communication Engineering,SC,KCET,2024,58
KSIT,Mechanical Engineering,SC,KCET,2024,49
JSSSTU,Mechanical Engineering,GM,COMEDK,2024,16
MVJCE,Aerospace Engineering,GM,COMEDK,2024,13
MSRUAS,Robotics and Automation Engineering,Christian,KCET,2023,36
KLEIT,Civil Engineering,Christian,COMEDK,2024,19
SCEM,Mechanical Engineering,GM,KCET,2024,28
SJBCE,Biotechnology,Tulu,COMEDK,2023,8
SDMCET,Mechanical Engineering,ST,KCET,2024,11
NMIT,Robotics and Automation Engineering,OBC,COMEDK,2024,28
PESU,Chemical Engineering,ST,KCET,2023,47
AITM,Electronics and Communication Engineering,GM,KCET,2023,30
MVJCE,Robotics and Automation Engineering,GM,KCET,2023,36
JIT,Robotics and Automation Engineering,OBC,KCET,2024,29
GIT,Aerospace Engineering,Tulu,KCET,2024,38
VIT,Information Science and Engineering,OBC,COMEDK,2024,42
VIT,Civil Engineering,Tulu,COMEDK,2024,36
KLSGIT,Mechanical Engineering,Christian,KCET,2024,20
BMSCE,Artificial Intelligence and Data Science,Tulu,KCET,2023,40
AITM,Biotechnology,SC,KCET,2024,22
AECMandya,Aerospace Engineering,Christian,KCET,2023,21
DSATM,Robotics and Automation Engineering,Tulu,COMEDK,2024,21
JIT,Chemical Engineering,ST,KCET,2024,35
NHCE,Chemical Engineering,OBC,COMEDK,2024,49
SJBIT,Artificial Intelligence and Data Science,SC,KCET,2024,29
AEC,Data Science,SC,KCET,2024,44
RVUNIV,Robotics and Automation Engineering,ST,COMEDK,2024,18
RAIT,Computer Science and Engineering,ST,COMEDK,2023,33
SJBIT,Electrical and Electronics Engineering,Christian,COMEDK,2024,56
AECMandya,Chemical Engineering,Tulu,KCET,2023,30
RVUNIV,Data Science,SC,COMEDK,2024,16
DSATM,Artificial Intelligence and Data Science,Christian,COMEDK,2023,57
MVJCE,Artificial Intelligence and Data Science,ST,KCET,2023,46
RVCE,Computer Science and Engineering,Christian,COMEDK,2023,60
KLEIT,Electronics and Communication Engineering,GM,COMEDK,2023,12
UVCE,Data Science,Christian,KCET,2024,30
NCET,Aerospace Engineering,ST,COMEDK,2023,26
NCET,Electronics and Communication Engineering,Tulu,COMEDK,2023,7
YKCE,Chemical Engineering,ST,COMEDK,2024,54
PESU,Robotics and Automation Engineering,SC,KCET,2023,12
UVCE,Chemical Engineering,Christian,KCET,2023,48
YKCE,Computer Science and Engineering,OBC,KCET,2023,27
NMIT,Computer Science and Engineering,SC,COMEDK,2023,54
KSIT,Artificial Intelligence and Data Science,OBC,KCET,2024,19
NCET,Computer Science and Engineering,ST,KCET,2023,38
BNMIT,Artificial Intelligence and Data Science,OBC,COMEDK,2024,6
BNMIT,Electronics and Communication Engineering,GM,COMEDK,2023,52
CITGubbi,Biotechnology,OBC,COMEDK,2023,29
SITM,Electronics and Communication Engineering,ST,COMEDK,2023,57
AEC,Civil Engineering,GM,COMEDK,2023,49
SDMCET,Aerospace Engineering,GM,COMEDK,2024,58
BMSIT,Robotics and Automation Engineering,Christian,COMEDK,2023,18
VVIT,Mechanical Engineering,Christian,KCET,2023,39
JIT,Mechanical Engineering,GM,KCET,2024,45
NHCE,Electrical and Electronics Engineering,SC,KCET,2024,57
VemanaIT,Chemical Engineering,OBC,KCET,2024,13
CMRIT,Electrical and Electronics Engineering,Tulu,COMEDK,2024,27
YKCE,Mechanical Engineering,Christian,KCET,2024,9
CITGubbi,Electronics and Communication Engineering,SC,KCET,2023,26
VSM,Electronics and Communication Engineering,Tulu,KCET,2023,40
VemanaIT,Information Science and Engineering,GM,COMEDK,2023,10
NCET,Artificial Intelligence and Data Science,OBC,KCET,2024,59
VVIT,Artificial Intelligence and Data Science,ST,COMEDK,2024,23
GMIT,Artificial Intelligence and Data Science,ST,COMEDK,2024,59
BITM,Chemical Engineering,ST,COMEDK,2023,41
MSRIT,Electronics and Communication Engineering,Christian,COMEDK,2023,43
SDMCET,Information Science and Engineering,Christian,KCET,2024,12
AIT,Information Science and Engineering,ST,COMEDK,2024,37
SDMIT,Civil Engineering,GM,COMEDK,2024,51
DBIT,Information Science and Engineering,ST,KCET,2024,32
CMRIT,Aerospace Engineering,ST,KCET,2024,19
JNNCE,Civil Engineering,Christian,KCET,2023,49
JIT,Biotechnology,Christian,KCET,2023,45
AIT,Data Science,Tulu,KCET,2024,11
RIT,Robotics and Automation Engineering,Christian,COMEDK,2023,60
EastPoint,Aerospace Engineering,SC,KCET,2024,44
REVA,Chemical Engineering,GM,COMEDK,2024,6
YKCE,Electrical and Electronics Engineering,SC,KCET,2023,16
RAIT,Chemical Engineering,OBC,KCET,2023,16
PESCE,Artificial Intelligence and Data Science,ST,KCET,2024,41
AITM,Aerospace Engineering,Tulu,KCET,2023,20
ACU,Artificial Intelligence and Data Science,Tulu,COMEDK,2023,56
ACU,Electrical and Electronics Engineering,ST,KCET,2023,6
CMRIT,Mechanical Engineering,Christian,COMEDK,2024,29
KLEIT,Artificial Intelligence and Data Science,GM,KCET,2023,14
MSRIT,Mechanical Engineering,ST,KCET,2024,32
JIT,Biotechnology,SC,KCET,2023,17
SCEM,Data Science,SC,COMEDK,2024,29
MVJCE,Artificial Intelligence and Data Science,ST,KCET,2024,17
ACU,Biotechnology,SC,COMEDK,2024,37
RIT,Electrical and Electronics Engineering,ST,KCET,2024,35
SITM,Electrical and Electronics Engineering,SC,KCET,2024,17
CMRIT,Robotics and Automation Engineering,GM,KCET,2023,51
RVUNIV,Robotics and Automation Engineering,GM,COMEDK,2024,14
MSRUAS,Information Science and Engineering,Christian,KCET,2024,43
DSATM,Biotechnology,Tulu,COMEDK,2023,25
BMSIT,Aerospace Engineering,Christian,COMEDK,2024,35
DSATM,Information Science and Engineering,GM,KCET,2023,41
ACU,Civil Engineering,Tulu,KCET,2023,58
KSIT,Electronics and Communication Engineering,OBC,COMEDK,2023,55
AIT,Electrical and Electronics Engineering,SC,KCET,2024,24
AITM,Robotics and Automation Engineering,Tulu,KCET,2024,12
KSIT,Artificial Intelligence and Data Science,GM,KCET,2023,58
JIT,Mechanical Engineering,ST,COMEDK,2023,48
BMSCE,Robotics and Automation Engineering,Tulu,KCET,2024,49
NCET,Electrical and Electronics Engineering,GM,COMEDK,2023,16
HKBK,Civil Engineering,GM,COMEDK,2024,32
DrAIT,Electronics and Communication Engineering,SC,KCET,2024,39
NMIT,Robotics and Automation Engineering,Christian,COMEDK,2024,24
VSM,Data Science,OBC,COMEDK,2023,31
VIT,Artificial Intelligence and Data Science,Christian,COMEDK,2024,18
MSRIT,Data Science,ST,KCET,2023,30
KSIT,Aerospace Engineering,OBC,KCET,2024,45
VemanaIT,Computer Science and Engineering,SC,COMEDK,2023,30
PRES,Civil Engineering,ST,COMEDK,2024,32
DSATM,Robotics and Automation Engineering,GM,COMEDK,2023,40
NCET,Data Science,SC,COMEDK,2024,48
NMIT,Computer Science and Engineering,GM,COMEDK,2024,18
KLEIT,Biotechnology,ST,KCET,2023,23
AEC,Data Science,Tulu,KCET,2024,36
KLSGIT,Civil Engineering,Tulu,KCET,2023,53
BNMIT,Aerospace Engineering,ST,KCET,2024,57
VVIT,Computer Science and Engineering,Christian,COMEDK,2023,13
AEC,Robotics and Automation Engineering,GM,KCET,2024,14
VSM,Information Science and Engineering,ST,KCET,2023,56
KSIT,Information Science and Engineering,Tulu,KCET,2023,43
GMIT,Information Science and Engineering,Tulu,KCET,2023,57
GMIT,Computer Science and Engineering,ST,KCET,2024,9
CMRIT,Electronics and Communication Engineering,Tulu,COMEDK,2024,29
BIT,Mechanical Engineering,GM,COMEDK,2024,60
SITM,Computer Science and Engineering,Tulu,KCET,2023,31
SJBCE,Robotics and Automation Engineering,SC,COMEDK,2023,58
VSM,Information Science and Engineering,Christian,COMEDK,2023,51
SDMIT,Electrical and Electronics Engineering,Christian,KCET,2024,30
MVJCE,Electrical and Electronics Engineering,GM,KCET,2023,6
AEC,Data Science,OBC,COMEDK,2024,16
NMIT,Electrical and Electronics Engineering,Christian,COMEDK,2024,41
VSM,Information Science and Engineering,ST,KCET,2024,6
PESU,Electrical and Electronics Engineering,Christian,COMEDK,2023,32
AIT,Computer Science and Engineering,Tulu,KCET,2023,25
SCEM,Aerospace Engineering,SC,COMEDK,2024,7
SDMCET,Biotechnology,OBC,COMEDK,2024,55
SITM,Electrical and Electronics Engineering,OBC,COMEDK,2023,11
RAIT,Civil Engineering,GM,COMEDK,2024,24
PESCE,Aerospace Engineering,ST,COMEDK,2024,13
YKCE,Mechanical Engineering,OBC,COMEDK,2024,42
JNNCE,Electrical and Electronics Engineering,Christian,COMEDK,2024,7
BMIT,Artificial Intelligence and Data Science,OBC,KCET,2024,19
RAIT,Chemical Engineering,ST,COMEDK,2024,60
SJBCE,Information Science and Engineering,ST,KCET,2023,6
YKCE,Information Science and Engineering,GM,KCET,2024,45
JNNCE,Robotics and Automation Engineering,Tulu,COMEDK,2023,26
SDMIT,Artificial Intelligence and Data Science,Tulu,KCET,2023,59
VSM,Biotechnology,GM,COMEDK,2023,29
PRES,Information Science and Engineering,ST,COMEDK,2023,8
PESCE,Artificial Intelligence and Data Science,GM,COMEDK,2023,17
DBIT,Data Science,SC,COMEDK,2024,39
BMSIT,Data Science,Tulu,COMEDK,2024,52
GMIT,Electrical and Electronics Engineering,GM,COMEDK,2023,49
BMSCE,Electrical and Electronics Engineering,OBC,KCET,2024,48
DBIT,Electrical and Electronics Engineering,ST,COMEDK,2023,16
SITM,Chemical Engineering,Tulu,KCET,2024,6
VVIT,Civil Engineering,ST,COMEDK,2024,46
KLSGIT,Chemical Engineering,OBC,COMEDK,2024,19
RVCE,Artificial Intelligence and Data Science,GM,COMEDK,2024,14
UVCE,Robotics and Automation Engineering,ST,KCET,2023,54
SCEM,Electronics and Communication Engineering,GM,KCET,2023,58
HKBK,Data Science,SC,COMEDK,2023,49
AIT,Artificial Intelligence and Data Science,Tulu,COMEDK,2023,29
AEC,Aerospace Engineering,OBC,COMEDK,2024,44
JNNCE,Biotechnology,SC,COMEDK,2023,60
GIT,Computer Science and Engineering,ST,KCET,2023,17
NHCE,Computer Science and Engineering,GM,KCET,2023,28
ACU,Chemical Engineering,ST,COMEDK,2023,17
JNNCE,Aerospace Engineering,SC,KCET,2023,33
NIE,Mechanical Engineering,OBC,COMEDK,2024,57
MSRUAS,Information Science and Engineering,Christian,KCET,2023,22
AECMandya,Computer Science and Engineering,OBC,COMEDK,2024,11
DBIT,Electronics and Communication Engineering,Tulu,COMEDK,2024,55
RVUNIV,Biotechnology,ST,COMEDK,2023,27
DrAIT,Computer Science and Engineering,ST,KCET,2024,57
SDMIT,Information Science and Engineering,SC,KCET,2023,10
SJBCE,Mechanical Engineering,Christian,COMEDK,2024,49
NMIT,Biotechnology,ST,COMEDK,2023,17
AITM,Chemical Engineering,ST,KCET,2024,44
RNSIT,Computer Science and Engineering,Tulu,KCET,2023,36
RVCE,Electrical and Electronics Engineering,OBC,COMEDK,2023,21
CMRIT,Biotechnology,SC,KCET,2023,16
KLEIT,Robotics and Automation Engineering,ST,COMEDK,2024,43
VemanaIT,Robotics and Automation Engineering,GM,COMEDK,2024,43
VIT,Information Science and Engineering,Tulu,COMEDK,2024,42
KLSGIT,Aerospace Engineering,GM,KCET,2024,50
VSM,Chemical Engineering,OBC,COMEDK,2023,58
HKBK,Electronics and Communication Engineering,SC,KCET,2024,56
VemanaIT,Mechanical Engineering,Christian,COMEDK,2023,9
SJBIT,Aerospace Engineering,SC,COMEDK,2024,38
SJBCE,Electronics and Communication Engineering,OBC,KCET,2023,45
